bus_id,pd,zone_id,base_kv
108055,4.824,2,115.0
108057,0.0,2,138.0
108059,1.911,2,69.0
108060,8.359,2,161.0
108062,8.359,2,161.0
108063,8.359,2,161.0
108064,5.455,2,69.0
108065,5.455,2,69.0
108066,0.0,2,161.0
108067,5.455,2,69.0
108068,0.0,2,161.0
108069,0.0,2,161.0
108070,5.455,2,115.0
108071,4.889,2,161.0
108072,4.889,2,161.0
108073,6.33,2,115.0
108074,6.33,2,115.0
108075,6.33,2,115.0
108076,6.33,2,115.0
108077,6.33,2,115.0
108078,6.33,2,115.0
108079,0.0,2,161.0
108081,8.835,2,69.0
108083,1.708,2,115.0
108084,1.708,2,115.0
108085,1.708,2,92.0
108086,1.708,2,69.0
108087,1.708,2,69.0
108089,5.544,2,161.0
108090,5.544,2,161.0
108093,5.544,2,161.0
108094,3.08,2,115.0
108095,3.08,2,115.0
108096,3.08,2,115.0
108097,3.08,2,69.0
108099,5.409,2,115.0
108100,5.409,2,115.0
108101,5.409,2,115.0
108102,5.409,2,115.0
108103,5.409,2,115.0
108104,1.46,2,69.0
108105,1.46,2,69.0
108106,1.46,2,69.0
108107,1.46,2,103.5
108110,0.0,2,161.0
108112,10.888,2,69.0
108114,9.111,2,115.0
108115,9.111,2,115.0
108116,9.111,2,115.0
108117,9.111,2,115.0
108118,9.111,2,115.0
108119,9.111,2,115.0
108120,9.111,2,115.0
108121,9.111,2,115.0
108123,9.111,2,115.0
108124,9.111,2,115.0
108125,9.111,2,115.0
108126,5.431,2,69.0
108127,5.431,2,69.0
108128,5.431,2,69.0
108129,5.431,2,69.0
108130,5.431,2,69.0
108131,11.039,2,161.0
108132,5.839,2,69.0
108133,5.839,2,69.0
108134,5.839,2,69.0
108135,5.839,2,69.0
108136,0.0,2,161.0
108138,0.0,2,161.0
108139,0.0,2,161.0
108140,0.0,2,161.0
108141,0.0,2,161.0
108142,0.0,2,161.0
108143,0.0,8,230.0
108144,14.636,8,115.0
108146,5.432,8,115.0
108147,5.432,8,115.0
108149,14.636,8,115.0
108150,14.636,8,115.0
108151,18.003,8,115.0
108152,18.003,8,115.0
108153,5.432,8,69.0
108154,5.432,8,69.0
108155,12.134,8,115.0
108156,4.061,8,69.0
108157,16.756,8,69.0
108158,16.756,8,69.0
108159,16.756,8,69.0
108160,16.756,8,69.0
108161,5.432,8,69.0
108162,5.218,8,230.0
108163,4.061,8,69.0
108164,4.061,8,69.0
108165,4.061,8,69.0
108166,2.097,8,69.0
108168,16.756,8,69.0
108169,0.0,8,230.0
108171,8.93,8,115.0
108172,0.0,8,230.0
108173,0.0,8,230.0
108174,8.93,8,115.0
108175,5.218,8,230.0
108176,13.159,8,69.0
108177,13.159,8,69.0
108178,13.159,8,69.0
108179,13.159,8,69.0
108180,5.717,8,115.0
108185,8.93,8,115.0
108186,19.059,8,69.0
108187,19.059,8,69.0
108189,5.58,8,115.0
108191,5.58,8,115.0
108195,13.159,8,69.0
108197,4.525,8,115.0
108199,6.023,8,115.0
108200,6.023,8,115.0
108201,6.023,8,115.0
108202,2.19,8,115.0
108203,2.19,8,115.0
108204,13.159,8,69.0
108205,31.385,8,69.0
108209,0.0,8,138.0
108211,31.385,8,69.0
108212,9.413,8,115.0
108214,2.19,8,69.0
108215,0.0,8,230.0
108216,13.159,8,69.0
108217,13.159,8,69.0
108218,13.159,8,69.0
108219,13.159,8,69.0
108221,31.385,8,115.0
108222,5.491,8,115.0
108223,5.491,8,115.0
108224,5.491,8,115.0
108226,0.0,8,172.5
108227,9.413,8,115.0
108228,9.413,8,115.0
108229,9.413,8,69.0
108230,9.413,8,115.0
108231,9.413,8,115.0
108232,9.413,8,115.0
108233,13.159,8,69.0
108234,13.159,8,69.0
108235,13.159,8,69.0
108236,0.0,8,149.5
108237,13.159,8,69.0
108238,13.159,8,69.0
108240,16.343,8,115.0
108242,9.413,8,115.0
108243,9.413,8,92.0
108244,9.413,8,69.0
108245,9.413,8,69.0
108246,9.413,8,69.0
108247,13.159,8,69.0
108248,13.159,8,69.0
108250,0.0,8,230.0
108251,10.503,8,115.0
108252,10.503,8,115.0
108257,16.343,8,115.0
108258,16.343,8,115.0
108259,16.343,8,115.0
108260,16.343,8,115.0
108262,0.0,8,230.0
108264,15.626,8,69.0
108265,15.626,8,115.0
108266,15.626,8,115.0
108267,15.626,8,115.0
108268,15.626,8,115.0
108270,6.669,8,69.0
108274,96.949,8,69.0
108276,18.003,8,115.0
108277,96.949,8,115.0
108278,0.0,8,230.0
108281,0.0,8,230.0
108283,0.0,8,230.0
108284,23.432,8,115.0
108286,44.709,8,115.0
108290,23.432,8,115.0
108291,44.709,8,115.0
108293,23.432,8,69.0
108294,23.432,8,69.0
108295,23.432,8,115.0
108296,44.709,8,115.0
108297,23.432,8,115.0
108298,23.432,8,115.0
108299,27.588,8,230.0
108300,27.588,8,115.0
108301,5.155,8,69.0
108302,1.92,8,115.0
108303,1.92,8,69.0
108304,13.117,8,69.0
108305,13.117,8,69.0
108306,13.117,8,69.0
108307,23.432,8,69.0
108309,23.432,8,69.0
108311,21.22,8,69.0
108312,21.22,8,69.0
108315,11.703,8,115.0
108318,0.0,8,230.0
108330,21.22,8,69.0
108331,21.22,8,69.0
108332,21.22,8,69.0
108333,21.22,8,69.0
108334,19.059,8,69.0
108336,0.0,8,230.0
108337,0.0,8,230.0
108343,19.059,8,69.0
108344,19.059,8,69.0
108346,21.22,8,69.0
108347,21.22,8,69.0
108348,21.22,8,69.0
108351,4.75,8,115.0
108353,19.059,8,69.0
108354,19.059,8,69.0
108355,13.117,8,69.0
108356,4.75,8,115.0
108357,4.75,8,115.0
108362,0.0,8,138.0
108364,2.65,8,115.0
108365,2.65,8,115.0
108366,2.65,8,115.0
108367,2.65,8,115.0
108369,19.059,8,69.0
108370,19.059,8,69.0
108371,19.059,8,69.0
108373,0.0,8,-999999.0
108377,19.059,8,69.0
108379,13.117,8,69.0
108380,54.554,8,69.0
108381,19.059,8,69.0
108383,19.059,8,69.0
108384,19.059,8,69.0
108385,19.059,8,69.0
108388,19.059,8,69.0
108390,2.19,8,115.0
108391,0.0,8,230.0
108392,54.554,8,69.0
108393,54.554,8,69.0
108395,44.709,8,115.0
108398,19.059,8,69.0
108399,19.059,8,69.0
108402,0.0,8,149.5
108403,0.0,8,-999999.0
108404,19.059,8,69.0
108405,13.117,8,69.0
108406,0.0,8,230.0
108407,8.68,8,69.0
108409,40.492,8,69.0
108416,0.0,8,230.0
108418,0.0,8,230.0
108419,0.0,8,230.0
108421,13.117,8,69.0
108424,0.0,8,230.0
108426,0.0,8,230.0
108428,0.0,8,138.0
108432,0.0,8,138.0
108459,0.0,8,138.0
108461,0.0,8,138.0
108465,0.0,8,230.0
108467,0.0,8,230.0
108468,0.0,8,230.0
108472,13.117,8,69.0
108479,0.0,8,230.0
108480,0.0,8,138.0
108481,0.0,8,230.0
108482,44.709,8,115.0
108483,44.709,8,115.0
108485,9.272,8,230.0
108486,9.272,8,230.0
108494,5.495,8,115.0
108495,7.69,8,115.0
108496,7.69,8,115.0
108498,13.117,8,69.0
108499,13.117,8,69.0
108500,13.117,8,69.0
108501,0.0,8,138.0
108506,0.0,8,138.0
108510,0.0,8,230.0
108512,0.0,8,230.0
108513,0.0,8,230.0
108514,18.178,8,69.0
108515,0.0,8,138.0
108524,0.0,8,230.0
108525,0.0,8,138.0
108530,8.316,8,69.0
108531,8.316,8,69.0
108532,8.316,8,69.0
108535,8.316,8,69.0
108536,13.117,8,69.0
108537,0.0,8,230.0
108538,0.0,8,230.0
108539,0.0,8,138.0
108545,0.0,8,230.0
108547,8.316,8,69.0
108557,0.0,8,230.0
108558,0.0,8,138.0
108560,0.0,8,138.0
108564,19.059,8,69.0
108565,19.059,8,69.0
108567,19.059,8,69.0
108568,19.059,8,69.0
108570,0.0,8,230.0
108577,0.0,8,138.0
108585,0.0,8,138.0
108586,0.0,8,138.0
108591,0.0,8,138.0
108592,0.0,8,138.0
108595,0.0,8,230.0
108596,0.0,8,230.0
108608,0.0,8,138.0
108616,96.949,8,115.0
108618,0.0,8,184.0
108622,13.117,8,69.0
108623,0.0,8,230.0
108631,0.0,8,230.0
108633,0.0,8,230.0
108634,0.0,8,230.0
108635,0.0,8,230.0
108637,0.0,8,230.0
108639,0.0,8,230.0
108640,96.949,8,115.0
108642,0.0,8,230.0
108643,0.0,8,230.0
108644,0.0,8,230.0
108646,0.0,8,138.0
108652,0.0,8,207.0
108653,13.117,8,69.0
108657,0.0,8,230.0
108660,0.0,8,230.0
108661,0.0,8,230.0
108664,0.0,8,138.0
108665,13.117,8,69.0
108666,0.0,8,230.0
108667,0.0,8,500.0
108670,21.22,8,69.0
108671,21.22,8,69.0
108675,0.0,8,138.0
108678,0.0,8,230.0
108681,0.0,8,230.0
108682,4.525,8,115.0
108683,10.503,8,115.0
108684,54.554,8,69.0
108686,23.432,8,115.0
108687,11.703,8,115.0
108694,54.554,8,115.0
108700,0.0,8,230.0
108701,0.0,8,230.0
108702,25.078,8,115.0
108704,0.0,8,230.0
108705,54.554,8,115.0
108710,25.078,8,92.0
108711,25.078,8,69.0
108713,25.078,8,115.0
108714,0.0,8,230.0
108715,25.078,8,115.0
108716,0.0,8,230.0
108720,25.078,8,115.0
108722,0.0,8,172.5
108727,25.078,8,115.0
108728,25.078,8,115.0
108729,25.078,8,115.0
108732,0.0,8,172.5
108733,13.117,8,69.0
108735,0.0,8,230.0
108739,0.0,47,138.0
108740,0.0,47,138.0
108742,0.0,47,138.0
108743,0.0,47,138.0
108744,5.649,47,138.0
108745,0.0,47,138.0
108747,0.0,47,138.0
108750,0.0,47,138.0
108751,0.0,47,138.0
108752,5.649,47,138.0
108753,0.0,47,138.0
108754,0.0,47,138.0
108755,0.0,47,138.0
108756,3.542,47,138.0
108757,0.0,47,138.0
108758,0.0,47,138.0
108759,0.0,47,138.0
108760,0.0,47,138.0
108761,0.0,47,138.0
108762,0.0,47,138.0
108763,0.0,47,138.0
108764,0.0,47,138.0
108765,0.0,47,138.0
108766,0.0,47,138.0
108767,0.0,47,138.0
108768,0.0,47,138.0
108769,6.205,47,138.0
108771,0.0,47,345.0
108772,0.0,33,138.0
108776,6.562,47,138.0
108779,6.449,47,138.0
108780,6.449,47,138.0
108781,6.449,47,138.0
108782,16.941,47,103.5
108783,0.0,47,138.0
108784,6.992,47,103.5
108785,0.0,47,138.0
108786,6.205,47,138.0
108787,19.786,47,138.0
108788,17.206,47,138.0
108790,0.0,47,138.0
108791,5.387,47,138.0
108792,6.156,47,138.0
108793,0.0,47,138.0
108794,0.0,47,138.0
108795,16.247,47,138.0
108796,4.075,47,138.0
108797,8.358,47,138.0
108798,8.358,47,138.0
108799,6.461,47,138.0
108800,1.887,47,138.0
108801,1.887,47,138.0
108802,18.964,47,103.5
108803,0.0,47,138.0
108804,5.99,47,69.0
108805,5.99,47,138.0
108807,0.0,33,345.0
108808,14.526,47,69.0
108809,0.0,47,138.0
108810,5.99,47,138.0
108811,5.99,47,138.0
108812,5.99,47,69.0
108813,14.526,47,69.0
108814,14.526,47,69.0
108815,46.049,47,69.0
108816,0.0,47,138.0
108817,0.0,47,138.0
108818,0.0,47,138.0
108819,5.835,47,138.0
108820,0.0,47,138.0
108822,0.0,47,138.0
108823,0.0,47,138.0
108824,0.0,47,138.0
108825,0.0,47,138.0
108826,0.0,47,138.0
108827,0.0,47,138.0
108828,0.0,47,138.0
108829,4.075,47,138.0
108830,4.214,47,138.0
108831,4.214,47,138.0
108832,6.156,47,138.0
108834,6.461,47,138.0
108835,6.461,47,138.0
108836,1.887,47,138.0
108837,6.156,47,138.0
108838,6.156,47,138.0
108839,6.461,47,138.0
108840,4.214,47,138.0
108841,0.0,47,138.0
108843,0.0,47,138.0
108844,0.0,47,138.0
108845,0.0,47,138.0
108846,25.203,47,69.0
108847,0.0,47,138.0
108848,17.665,47,103.5
108849,3.981,47,69.0
108850,3.981,47,69.0
108851,3.981,47,69.0
108852,3.981,47,69.0
108855,6.456,47,138.0
108856,6.456,47,138.0
108857,6.456,47,138.0
108860,1.887,47,138.0
108861,3.981,47,69.0
108862,3.981,47,69.0
108863,3.981,47,69.0
108865,3.981,47,69.0
108866,3.981,47,103.5
108867,3.981,47,69.0
108868,3.981,47,69.0
108869,15.126,47,92.0
108870,0.0,47,138.0
108871,15.126,47,92.0
108872,0.0,47,138.0
108873,0.0,47,138.0
108876,0.0,47,138.0
108878,0.0,47,138.0
108879,0.0,47,138.0
108881,46.049,47,69.0
108883,0.0,47,138.0
108884,0.0,47,138.0
108885,0.0,47,138.0
108886,15.126,47,46.0
108887,15.126,47,92.0
108888,15.126,47,92.0
108889,15.126,47,46.0
108890,0.0,47,138.0
108892,0.0,47,138.0
108896,0.0,47,138.0
108897,0.0,47,138.0
108898,0.0,47,138.0
108899,0.0,47,138.0
108900,0.0,47,138.0
108904,120.437,47,103.5
108905,12.503,47,88.0
108907,0.0,47,138.0
108908,0.0,47,138.0
108909,9.765,47,46.0
108912,0.0,47,138.0
108913,0.0,47,138.0
108914,0.0,47,138.0
108915,0.0,47,138.0
108917,0.0,47,138.0
108919,0.0,47,138.0
108920,0.0,47,138.0
108921,0.0,47,138.0
108922,0.0,47,138.0
108924,0.0,47,138.0
108925,0.0,47,138.0
108927,0.0,47,138.0
108928,0.0,47,138.0
108929,0.0,47,138.0
108930,0.0,47,138.0
108934,0.0,47,138.0
108935,0.0,47,138.0
108936,0.0,47,241.5
108937,10.477,47,138.0
108938,20.252,47,103.5
108939,63.207,47,103.5
108940,0.0,47,138.0
108941,0.0,47,138.0
108942,10.477,47,138.0
108943,18.964,47,69.0
108944,0.0,47,138.0
108945,18.964,47,69.0
108946,63.207,47,69.0
108947,0.0,47,138.0
108948,0.0,47,138.0
108949,0.0,47,138.0
108950,0.0,47,138.0
108951,0.0,47,138.0
108952,0.0,47,138.0
108953,0.0,47,138.0
108954,10.477,47,138.0
108955,22.213,47,92.0
108956,0.0,47,138.0
108957,8.358,47,138.0
108958,2.807,47,138.0
108959,0.0,47,138.0
108960,2.807,47,138.0
108961,4.691,47,138.0
108962,6.461,47,138.0
108963,4.691,47,138.0
108964,5.837,47,138.0
108966,13.874,47,138.0
108967,15.617,47,138.0
108968,15.617,47,138.0
108969,15.617,47,138.0
108971,6.826,47,138.0
108974,18.93,47,138.0
108980,25.757,47,138.0
108983,25.757,47,138.0
108985,17.798,47,138.0
108987,6.826,47,138.0
108988,6.826,47,138.0
108989,13.874,47,138.0
108991,0.0,47,138.0
108993,0.0,47,138.0
108995,3.981,47,69.0
108996,0.0,47,138.0
108997,0.0,1,500.0
108998,5.396,1,115.0
108999,0.0,1,230.0
109001,5.396,1,115.0
109002,5.396,1,115.0
109003,3.941,1,115.0
109004,3.131,1,115.0
109005,3.131,1,115.0
109006,2.683,1,115.0
109007,3.131,1,115.0
109008,3.131,1,115.0
109009,3.537,1,115.0
109010,3.537,1,115.0
109011,3.537,1,115.0
109012,3.935,1,115.0
109013,3.935,1,115.0
109014,3.537,1,115.0
109015,4.72,1,115.0
109017,3.935,1,115.0
109018,0.0,1,172.5
109019,0.0,1,230.0
109020,3.54,1,115.0
109021,3.54,1,115.0
109022,0.0,1,230.0
109023,3.54,1,115.0
109024,5.396,1,115.0
109026,3.537,1,115.0
109028,3.537,1,115.0
109029,4.72,1,115.0
109030,3.54,1,115.0
109031,4.72,1,115.0
109032,3.941,1,115.0
109033,3.941,1,115.0
109034,3.941,1,115.0
109035,3.941,1,115.0
109036,6.516,1,115.0
109037,3.941,1,115.0
109038,3.537,1,115.0
109039,3.537,1,115.0
109040,4.72,1,115.0
109041,3.941,1,115.0
109042,3.935,1,115.0
109043,0.0,1,230.0
109044,3.935,1,115.0
109045,3.935,1,115.0
109046,3.935,1,115.0
109047,3.935,1,115.0
109048,0.0,1,230.0
109049,3.935,1,115.0
109050,2.768,1,115.0
109051,2.768,1,230.0
109052,0.0,1,230.0
109053,0.0,1,230.0
109054,3.935,1,115.0
109055,0.0,1,230.0
109056,2.768,1,115.0
109057,4.75,1,115.0
109058,0.0,1,172.5
109059,0.0,1,230.0
109061,0.0,1,365.0
109062,0.0,1,230.0
109064,0.0,1,172.5
109065,0.0,1,230.0
109066,2.557,1,115.0
109067,0.0,1,230.0
109068,0.0,1,230.0
109069,2.768,1,115.0
109070,4.75,1,115.0
109071,2.257,1,115.0
109072,2.257,1,115.0
109073,2.257,1,115.0
109074,2.257,1,115.0
109075,2.257,1,115.0
109076,0.0,1,230.0
109077,0.0,1,230.0
109080,5.862,1,115.0
109082,5.862,1,115.0
109084,5.862,1,115.0
109085,0.0,1,230.0
109086,5.862,1,115.0
109087,5.862,1,115.0
109088,5.862,1,115.0
109089,5.862,1,115.0
109090,5.862,1,115.0
109091,5.862,1,115.0
109093,6.291,1,115.0
109094,0.0,1,230.0
109095,0.0,1,230.0
109096,6.291,1,115.0
109097,6.291,1,115.0
109098,6.291,1,115.0
109099,6.291,1,115.0
109100,6.291,1,115.0
109101,6.291,1,115.0
109102,6.291,1,115.0
109103,6.291,1,115.0
109104,6.291,1,115.0
109105,6.291,1,115.0
109106,0.0,1,230.0
109107,6.291,1,115.0
109108,2.257,1,115.0
109109,2.257,1,115.0
109110,2.768,1,115.0
109111,3.985,1,115.0
109112,3.985,1,115.0
109113,0.0,1,172.5
109114,3.985,1,115.0
109116,6.516,1,115.0
109117,0.0,1,230.0
109118,2.683,1,115.0
109119,5.15,1,115.0
109120,3.941,1,115.0
109121,3.941,1,115.0
109122,3.092,1,115.0
109123,3.092,1,115.0
109124,5.862,1,115.0
109125,5.862,1,115.0
109126,5.862,1,115.0
109127,5.862,1,115.0
109128,5.862,1,115.0
109129,5.862,1,115.0
109130,0.0,1,230.0
109131,5.862,1,115.0
109132,5.862,1,115.0
109133,5.862,1,115.0
109134,5.862,1,115.0
109135,5.862,1,115.0
109136,5.862,1,115.0
109137,5.862,1,115.0
109139,5.862,1,115.0
109140,5.862,1,115.0
109141,5.862,1,115.0
109142,5.862,1,115.0
109143,5.862,1,115.0
109144,5.862,1,115.0
109145,5.862,1,115.0
109146,5.862,1,115.0
109147,5.862,1,115.0
109148,5.862,1,115.0
109149,5.862,1,115.0
109150,6.291,1,115.0
109151,6.291,1,115.0
109152,6.291,1,115.0
109153,6.291,1,115.0
109154,5.862,1,115.0
109155,5.862,1,115.0
109159,6.516,1,115.0
109160,3.077,1,115.0
109162,6.516,1,115.0
109163,6.516,1,115.0
109164,1.979,1,115.0
109165,3.077,1,115.0
109166,2.397,1,115.0
109167,1.979,1,115.0
109168,3.077,1,115.0
109169,3.077,1,115.0
109170,2.557,1,115.0
