bus_id,pd,zone_id,base_kv
132534,0.0,20,138.0
132535,0.0,20,138.0
132538,2.74,21,115.0
132539,3.351,21,69.0
132540,3.351,21,69.0
132541,11.968,21,69.0
132542,5.387,47,138.0
132543,0.0,47,138.0
132544,0.0,47,138.0
132545,1.35,21,69.0
132546,0.649,21,69.0
132547,0.575,21,69.0
132548,1.726,21,69.0
132549,1.726,21,92.0
132550,0.575,21,69.0
132551,1.726,21,69.0
132552,1.726,21,92.0
132553,0.0,21,345.0
132554,1.726,21,69.0
132555,0.575,21,69.0
132557,0.0,21,161.0
132558,0.649,21,69.0
132559,1.232,21,69.0
132560,1.232,21,69.0
132561,0.0,21,161.0
132562,0.0,21,161.0
132563,1.232,21,92.0
132564,1.232,21,92.0
132565,1.232,21,69.0
132566,1.35,21,69.0
132567,1.35,21,69.0
132568,1.35,21,69.0
132569,1.232,21,69.0
132570,1.35,21,69.0
132572,1.35,21,69.0
132573,0.0,21,161.0
132574,0.575,21,115.0
132575,0.575,21,115.0
132576,0.575,21,69.0
132577,0.575,21,69.0
132579,0.575,21,69.0
132580,1.726,21,69.0
132581,1.726,21,115.0
132582,1.726,21,115.0
132583,1.726,21,115.0
132584,0.0,21,345.0
132585,1.232,21,69.0
132586,0.908,21,69.0
132587,0.575,21,69.0
132588,0.0,46,161.0
132589,2.495,46,115.0
132590,0.0,46,161.0
132591,0.0,46,138.0
132592,0.0,46,161.0
132593,6.135,46,103.5
132594,0.0,46,138.0
132595,0.0,46,138.0
132596,0.0,46,138.0
132597,6.781,46,103.5
132598,10.3,46,69.0
132600,0.0,29,230.0
132601,0.0,29,230.0
132603,0.0,29,230.0
132604,0.0,29,230.0
132605,0.0,29,230.0
132606,0.0,29,230.0
132608,47.397,29,115.0
132611,0.0,29,230.0
132612,0.0,29,230.0
132613,0.0,29,184.0
132614,33.926,29,230.0
132616,0.0,29,230.0
132617,0.0,29,230.0
132618,0.0,29,500.0
132619,47.397,29,500.0
132620,42.203,29,69.0
132621,0.0,29,138.0
132622,0.0,29,230.0
132623,0.0,29,230.0
132624,0.0,29,230.0
132625,0.0,29,230.0
132626,0.0,29,230.0
132627,0.0,29,230.0
132628,2.192,21,69.0
132629,2.192,21,230.0
132630,0.0,21,345.0
132631,0.0,21,258.75
132632,2.74,21,69.0
132633,45.906,49,69.0
132634,45.906,49,115.0
132635,0.0,49,161.0
132636,45.906,49,69.0
132638,0.0,49,161.0
132639,0.0,49,161.0
132641,3.704,49,69.0
132642,3.704,49,69.0
132644,8.626,49,69.0
132648,9.579,49,69.0
132649,0.0,49,161.0
132651,9.579,49,69.0
132652,9.579,49,69.0
132653,0.0,49,161.0
132654,9.579,49,69.0
132655,9.579,49,115.0
132657,8.829,49,69.0
132660,13.759,49,115.0
132661,0.0,49,161.0
132662,0.0,49,-999999.0
132663,0.0,49,-999999.0
132669,0.0,49,161.0
132670,346.616,49,69.0
132671,0.0,49,161.0
132672,0.0,49,161.0
132673,0.0,49,161.0
132674,0.0,49,161.0
132675,5.782,27,69.0
132676,1.778,27,161.0
132677,4.52,39,69.0
132679,0.0,47,345.0
132680,0.0,26,172.5
132682,10.802,20,69.0
132683,10.802,20,138.0
132684,0.0,20,138.0
132685,0.0,20,138.0
132686,0.0,20,138.0
132687,71.998,20,69.0
132689,0.0,27,161.0
132691,0.0,29,230.0
132692,0.0,27,161.0
132693,3.206,27,69.0
132694,8.506,27,115.0
132697,17.328,28,46.0
132698,20.05,28,115.0
132700,20.397,28,115.0
132701,20.397,28,115.0
132702,20.397,28,115.0
132704,13.822,28,115.0
132705,13.822,28,115.0
132706,13.822,28,115.0
132708,29.323,28,115.0
132709,41.51,28,115.0
132710,41.51,28,115.0
132713,41.51,28,115.0
132714,41.51,28,115.0
132716,43.048,28,115.0
132717,0.0,28,172.5
132726,29.323,28,115.0
132729,29.323,28,115.0
132730,29.323,28,115.0
132731,29.323,28,115.0
132733,41.51,28,115.0
132735,0.0,28,345.0
132736,0.0,28,172.5
132738,41.51,28,115.0
132742,0.0,28,230.0
132744,0.0,28,345.0
132747,29.323,28,115.0
132748,29.323,28,115.0
132750,0.0,28,345.0
132751,43.257,28,115.0
132753,20.05,28,115.0
132754,6.38,28,115.0
132759,6.38,28,115.0
132760,0.0,28,345.0
132761,41.51,28,115.0
132763,0.0,20,241.5
132765,0.0,20,138.0
132771,0.0,20,230.0
132774,0.0,20,120.0
132775,0.0,26,172.5
132777,0.0,26,230.0
132778,0.0,26,230.0
132780,0.0,28,132.25
132781,6.582,44,115.0
132783,4.705,44,115.0
132784,12.108,44,115.0
132786,12.108,44,115.0
132787,12.108,44,34.5
132791,12.108,44,115.0
132792,6.582,44,115.0
132793,6.582,44,34.5
132794,4.511,44,34.5
132795,4.511,44,34.5
132796,4.511,44,115.0
132797,2.993,44,34.5
132798,4.511,44,34.5
132801,3.004,44,46.0
132802,3.004,44,80.5
132805,5.147,44,46.0
132807,5.147,44,46.0
132809,5.147,44,46.0
132812,4.47,44,80.5
132814,0.0,44,195.5
132815,4.53,44,92.0
132824,3.421,44,46.0
132825,5.147,44,80.5
132826,2.71,44,115.0
132833,0.575,21,115.0
132836,5.098,40,161.0
132837,2.924,49,161.0
132838,0.667,49,69.0
132839,11.968,21,69.0
132840,0.507,39,115.0
132841,0.507,39,230.0
132842,1.192,39,115.0
132843,5.484,39,115.0
132844,0.0,47,500.0
132846,22.864,6,115.0
132848,0.0,26,230.0
132849,0.0,26,230.0
132850,0.0,26,172.5
132853,1.323,49,69.0
132854,3.619,49,69.0
132855,4.927,21,69.0
132856,0.0,27,230.0
132857,0.772,27,115.0
132858,10.815,21,115.0
132860,3.549,49,69.0
132861,3.549,49,69.0
132862,37.941,21,115.0
132863,37.941,21,115.0
132864,0.649,21,69.0
132865,0.908,21,69.0
132866,42.87,21,115.0
132867,0.0,49,161.0
132868,1.37,49,69.0
132870,3.704,49,69.0
132871,3.704,49,69.0
132872,3.713,21,69.0
132873,10.815,21,69.0
132874,0.575,21,92.0
132875,6.605,21,69.0
132876,8.085,21,69.0
132878,5.926,46,69.0
132879,0.0,46,138.0
132880,4.013,46,69.0
132882,4.013,46,92.0
132883,4.43,46,69.0
132884,0.0,46,-999999.0
132885,10.159,46,115.0
132886,15.916,46,69.0
132887,0.0,46,138.0
132889,0.0,46,161.0
132890,1.42,46,69.0
132891,3.135,46,69.0
132892,4.013,46,69.0
132893,4.199,46,115.0
132895,4.647,46,115.0
132896,4.647,46,115.0
132897,1.694,46,69.0
132899,1.756,46,69.0
132900,2.495,46,69.0
132901,2.495,46,69.0
132902,2.495,46,69.0
132904,13.303,46,69.0
132905,10.886,46,115.0
132906,3.135,46,69.0
132907,1.663,46,69.0
132908,0.0,46,161.0
132909,0.0,46,161.0
132910,0.931,46,69.0
132911,8.873,46,115.0
132912,8.873,46,92.0
132913,0.0,46,161.0
132914,4.059,46,69.0
132915,1.663,46,69.0
132916,0.931,46,69.0
132917,4.059,46,69.0
132918,3.332,46,69.0
132923,0.0,26,230.0
132924,0.0,26,230.0
132925,0.0,26,172.5
132927,1.044,26,230.0
132928,0.0,17,345.0
132929,0.0,17,345.0
132933,1.304,39,69.0
132934,1.304,39,69.0
132935,1.177,21,69.0
132938,3.351,21,69.0
132939,3.351,21,69.0
132940,11.968,21,69.0
132942,0.0,29,230.0
132943,0.0,29,230.0
132944,0.0,29,230.0
132946,41.816,29,172.5
132947,41.816,29,230.0
132948,41.816,29,230.0
132950,0.0,29,345.0
132951,0.0,29,345.0
132952,0.0,29,138.0
132953,0.0,29,138.0
132954,0.0,29,230.0
132955,0.0,29,230.0
132956,0.0,29,230.0
132959,0.982,39,115.0
132960,3.811,20,69.0
132963,0.0,20,138.0
132965,2.044,20,69.0
132967,0.0,20,138.0
132969,3.733,49,161.0
132970,1.187,49,69.0
132971,0.0,29,230.0
132972,0.0,29,230.0
132973,0.0,29,230.0
132975,0.0,29,230.0
132984,0.0,29,138.0
132985,3.245,19,69.0
132986,3.245,19,69.0
132988,3.245,19,69.0
132990,11.733,19,115.0
132991,0.0,19,-999999.0
132993,11.733,19,115.0
132994,0.0,19,-999999.0
133001,5.344,19,115.0
133006,0.0,19,-999999.0
133015,5.344,19,115.0
133016,5.344,19,115.0
133017,5.344,19,115.0
133028,22.248,19,115.0
133030,22.248,19,115.0
133039,22.248,19,115.0
133040,5.344,19,115.0
133047,11.733,19,115.0
133049,11.733,19,115.0
133050,11.733,19,115.0
133051,11.733,19,115.0
133052,11.733,19,115.0
133054,11.733,19,115.0
133055,13.719,19,115.0
133061,27.378,19,115.0
133062,30.923,19,115.0
133064,27.378,19,115.0
133066,27.378,19,115.0
133089,27.378,19,115.0
133090,27.378,19,115.0
133093,0.0,19,-999999.0
133095,6.696,19,115.0
133096,6.696,19,115.0
133097,8.46,19,115.0
133098,11.733,19,115.0
133099,11.733,19,115.0
133100,9.042,19,115.0
133102,27.378,19,115.0
133103,27.378,19,115.0
133105,30.923,19,115.0
133106,30.923,19,115.0
133107,30.923,19,115.0
133112,10.516,19,115.0
133115,6.696,19,115.0
133120,8.46,19,115.0
133124,30.923,19,115.0
133125,30.923,19,115.0
133126,3.245,19,69.0
133128,11.733,19,115.0
133129,0.0,19,-999999.0
133132,3.245,19,69.0
133133,3.245,19,69.0
133136,5.344,19,115.0
133137,11.733,19,115.0
133138,3.245,19,69.0
133139,0.0,29,230.0
133140,0.0,29,345.0
133141,0.0,29,230.0
133143,0.0,26,172.5
133147,0.0,26,230.0
133152,0.0,26,230.0
133155,9.966,21,69.0
133156,9.966,21,69.0
133157,9.966,21,115.0
133158,4.927,21,69.0
133159,4.927,21,69.0
133160,4.927,21,69.0
133161,9.966,21,69.0
133162,10.815,21,69.0
133163,0.0,20,138.0
133164,0.0,20,138.0
133165,3.927,20,138.0
133166,7.032,20,69.0
133167,7.032,20,69.0
133168,0.0,20,138.0
133169,14.331,20,138.0
133172,14.331,20,138.0
133173,3.704,49,69.0
133174,1.352,49,69.0
133177,5.725,49,69.0
133180,5.553,49,69.0
133182,0.0,49,161.0
133183,0.0,49,161.0
133184,3.704,49,69.0
133185,0.0,39,149.5
133186,0.295,39,69.0
133187,0.543,39,115.0
133188,0.0,29,230.0
133189,0.0,29,230.0
133190,0.0,29,230.0
133191,0.0,29,230.0
133194,0.0,29,138.0
133195,0.0,29,138.0
133199,0.0,29,230.0
133200,33.926,29,138.0
133202,4.433,21,69.0
133203,0.0,29,230.0
133204,0.0,29,297.5
133207,10.886,46,115.0
133208,0.0,46,345.0
133209,10.886,46,115.0
133213,0.0,46,138.0
133215,0.0,46,138.0
133217,30.133,46,138.0
133219,9.114,46,69.0
133221,0.0,46,138.0
133222,15.916,46,69.0
133223,4.199,46,115.0
133224,4.199,46,115.0
133225,2.242,46,34.5
133226,2.242,46,34.5
133227,4.199,46,115.0
133228,4.199,46,103.5
133229,4.199,46,115.0
133230,13.303,46,103.5
133234,5.874,21,69.0
133235,5.874,21,69.0
133236,5.874,21,69.0
133237,5.874,21,69.0
133238,5.874,21,69.0
133239,5.874,21,69.0
133240,37.941,21,69.0
133241,5.874,21,69.0
133242,4.196,21,69.0
133243,4.731,21,69.0
133244,1.14,21,69.0
133245,5.584,21,69.0
133246,5.584,21,69.0
133247,2.969,21,69.0
133248,2.969,21,69.0
133249,0.649,21,69.0
133250,0.649,21,69.0
133251,1.581,21,69.0
133252,1.581,21,69.0
133253,1.581,21,69.0
133254,2.09,21,115.0
133255,8.553,21,69.0
133256,1.232,21,69.0
133257,0.908,21,69.0
133266,29.189,6,115.0
133267,29.189,6,115.0
133268,29.189,6,115.0
133270,29.189,6,115.0
133272,31.919,6,115.0
133278,0.0,6,345.0
133285,16.286,6,115.0
133286,16.286,6,115.0
133287,49.89,6,115.0
133289,0.579,39,230.0
133290,19.791,49,69.0
133291,1.663,49,161.0
133292,4.264,49,345.0
133295,3.332,46,69.0
133296,10.886,46,115.0
133297,3.202,20,69.0
133299,2.044,46,69.0
133302,4.647,46,115.0
133303,8.873,46,115.0
133304,4.08,46,69.0
133306,4.059,46,69.0
133307,1.42,46,69.0
133311,10.886,46,115.0
133312,10.886,46,115.0
133315,4.647,46,115.0
133316,1.976,46,69.0
133317,4.059,46,69.0
133325,2.242,46,115.0
133328,4.858,46,115.0
133329,17.405,46,115.0
133332,0.0,46,-999999.0
133335,3.004,44,46.0
133337,4.511,44,115.0
133338,4.53,44,115.0
133339,4.341,44,115.0
133340,2.71,44,80.5
133341,6.582,44,34.5
133342,4.341,44,34.5
133345,2.71,44,46.0
133346,5.147,44,46.0
133349,5.147,44,115.0
133359,4.511,44,34.5
133361,3.421,44,69.0
133365,3.004,44,80.5
133367,6.178,44,46.0
133368,6.178,44,46.0
133372,2.993,44,34.5
133375,6.178,44,46.0
133377,4.341,44,34.5
133379,0.0,28,172.5
133381,4.341,44,34.5
133382,4.47,44,34.5
133386,0.0,26,172.5
133388,0.0,26,230.0
133389,0.0,26,230.0
133395,41.51,28,115.0
133398,0.0,49,-999999.0
133399,1.177,21,69.0
133400,5.344,19,115.0
133401,5.344,19,115.0
133402,13.719,19,115.0
133403,11.733,19,115.0
133404,11.733,19,115.0
133406,0.0,19,345.0
133407,30.923,19,115.0
133408,30.923,19,115.0
133409,17.186,19,115.0
133410,0.0,17,345.0
133414,7.101,33,345.0
133415,0.0,34,207.0
133416,0.0,26,240.0
133418,0.0,26,230.0
133419,0.0,26,230.0
133420,0.0,26,230.0
133421,0.0,26,345.0
133427,0.0,17,345.0
133428,0.0,17,345.0
133429,0.0,17,345.0
133432,25.262,17,115.0
133437,19.113,17,115.0
133440,19.113,17,115.0
133441,19.113,17,115.0
133443,19.113,17,115.0
133446,25.262,17,115.0
133447,25.262,17,115.0
133452,25.262,17,115.0
133455,17.88,17,115.0
133456,0.0,17,230.0
133458,0.0,17,172.5
133466,15.882,17,115.0
133467,15.882,17,115.0
133468,15.882,17,115.0
133469,15.882,17,115.0
133470,15.882,17,115.0
133471,33.586,17,115.0
133472,33.586,17,92.0
133473,21.578,17,115.0
133474,21.578,17,115.0
133475,33.586,17,115.0
133477,33.586,17,115.0
133478,21.578,17,115.0
133479,33.586,17,115.0
133482,33.586,17,115.0
133485,0.0,17,345.0
133506,15.209,17,115.0
133507,15.209,17,115.0
133508,49.503,17,69.0
133509,49.503,17,69.0
133510,15.209,17,115.0
133529,42.663,17,115.0
133544,25.262,17,115.0
133551,42.663,17,115.0
133556,33.515,17,115.0
133557,25.262,17,115.0
133561,15.882,17,115.0
133562,8.345,17,69.0
133565,15.209,17,69.0
133566,15.209,17,69.0
133567,15.209,17,69.0
133569,15.209,17,69.0
133570,15.209,17,69.0
133572,15.209,17,115.0
133577,49.503,17,115.0
133627,42.663,17,115.0
133630,42.663,17,115.0
133631,25.262,17,115.0
133634,0.0,17,230.0
133640,0.0,17,287.5
133641,0.0,17,172.5
133649,33.586,17,115.0
133650,33.586,17,115.0
133652,15.209,17,115.0
133653,15.209,17,115.0
133654,15.209,17,115.0
133675,15.209,17,115.0
133680,15.209,17,115.0
133681,0.0,17,230.0
133682,0.0,17,397.5
133687,200.147,17,230.0
133691,42.663,17,115.0
133694,15.209,17,69.0
133711,25.262,17,115.0
133714,17.88,17,115.0
133715,17.88,17,115.0
133716,17.88,17,115.0
133717,17.88,17,115.0
133718,17.88,17,115.0
133719,17.88,17,115.0
133720,17.88,17,115.0
133721,17.88,17,115.0
133722,0.0,17,230.0
133726,43.048,28,172.5
133729,10.516,19,115.0
133731,0.0,28,345.0
133732,0.0,28,345.0
133734,22.248,19,115.0
133735,1.08,26,115.0
133736,5.881,26,115.0
133737,0.0,26,230.0
133738,0.0,26,149.5
133739,0.807,26,230.0
133741,0.0,26,230.0
133743,0.0,26,230.0
133747,0.58,39,69.0
133749,3.421,44,92.0
133750,2.71,44,80.5
133751,2.71,44,46.0
133752,2.71,44,80.5
133754,4.511,44,115.0
133755,4.511,44,34.5
133757,12.108,44,115.0
133758,0.0,44,195.5
133759,4.705,44,115.0
133761,6.582,44,115.0
133762,6.582,44,74.75
133763,6.582,44,115.0
133764,4.341,44,115.0
133765,4.341,44,115.0
133766,0.0,21,345.0
133769,0.0,26,207.0
133770,0.0,26,172.5
133771,0.478,39,115.0
133773,1.323,49,69.0
133775,2.71,44,115.0
133777,4.255,15,69.0
133778,3.774,15,69.0
133779,6.73,15,115.0
133780,3.722,15,69.0
133782,0.908,21,69.0
133783,0.0,40,161.0
133784,1.987,39,115.0
133785,0.0,12,138.0
133786,0.0,12,138.0
133787,0.0,12,345.0
133788,0.0,15,138.0
133789,12.964,12,345.0
133790,0.0,12,345.0
133791,0.0,40,161.0
133792,1.275,39,69.0
133793,1.275,39,115.0
133794,0.0,15,241.5
133796,4.506,15,69.0
133797,0.0,33,138.0
133799,0.0,1,500.0
133801,0.0,1,500.0
133802,0.0,1,500.0
133803,116.808,33,69.0
133804,14.597,33,345.0
133805,0.0,33,138.0
133806,0.0,33,138.0
133807,14.155,33,345.0
133809,0.0,33,345.0
133810,1.106,14,69.0
133811,0.0,49,161.0
133813,0.0,33,345.0
133814,0.0,17,345.0
133815,0.0,33,241.5
133816,9.607,33,138.0
133817,6.895,39,115.0
133818,6.895,39,69.0
133819,6.895,39,115.0
133820,6.895,39,69.0
133821,0.0,33,138.0
133826,0.0,33,345.0
133831,3.491,26,69.0
133832,0.0,26,230.0
133833,0.0,26,230.0
133834,0.0,26,230.0
133835,0.0,26,345.0
133836,0.0,26,230.0
133837,0.763,26,115.0
133838,0.0,26,230.0
133841,0.0,33,138.0
133842,0.0,33,138.0
133843,0.0,9,230.0
133844,1.651,1,115.0
133846,0.0,33,138.0
133847,0.0,33,138.0
133851,17.641,9,230.0
133852,0.0,20,138.0
133853,0.0,20,345.0
133854,0.0,20,345.0
133856,0.0,20,138.0
133857,5.717,8,115.0
133858,5.276,9,115.0
133859,3.916,9,115.0
133860,0.0,25,230.0
133861,8.39,9,115.0
133862,0.0,38,172.5
133863,0.0,38,143.33333333333334
133864,0.0,25,230.0
133865,0.0,43,230.0
133866,11.891,43,69.0
133867,12.503,47,34.0
133868,0.0,47,138.0
133869,1.887,47,138.0
133870,3.527,43,115.0
133873,4.739,38,100.0
133874,4.739,38,100.0
133875,4.739,38,100.0
133877,8.588,9,69.0
133878,124.21,7,69.0
133879,124.21,7,69.0
133883,54.554,8,115.0
133884,13.117,8,69.0
133885,0.0,9,230.0
133886,40.727,49,69.0
133887,3.709,49,69.0
133888,0.0,49,161.0
133889,13.759,49,69.0
133890,0.0,12,138.0
133891,0.0,33,138.0
133892,0.0,18,172.5
133893,154.699,50,115.0
133894,154.699,50,92.0
133895,0.0,50,172.5
133896,0.0,22,345.0
133897,5.99,15,69.0
133898,3.064,15,69.0
133899,3.164,15,69.0
133900,6.826,47,138.0
133901,0.0,7,138.0
133902,0.0,18,500.0
133903,79.41,18,69.0
133904,0.0,49,161.0
133905,0.0,20,138.0
133906,1.734,46,103.5
133907,0.0,20,138.0
133908,10.886,46,115.0
133909,10.886,46,115.0
133910,10.886,46,115.0
133911,10.886,46,115.0
133912,4.647,46,115.0
133913,10.159,46,115.0
133914,4.647,46,115.0
133915,10.159,46,115.0
133916,10.159,46,115.0
133918,10.159,46,115.0
133919,10.159,46,115.0
133920,2.858,46,115.0
133921,3.104,20,138.0
133922,2.763,20,138.0
133923,0.0,20,138.0
133924,11.507,20,69.0
133925,0.0,20,138.0
133926,0.0,20,138.0
133927,0.0,20,138.0
133928,0.0,20,138.0
133929,12.419,20,103.5
133930,11.749,20,69.0
133931,47.361,20,138.0
133932,2.515,26,115.0
133933,2.515,26,115.0
133934,2.515,26,115.0
133935,2.515,26,115.0
133936,2.515,26,115.0
133937,2.515,26,115.0
133938,2.515,26,115.0
133940,0.563,26,115.0
133941,2.515,26,115.0
133946,2.515,26,115.0
133947,2.515,26,115.0
133948,2.515,26,115.0
133949,2.515,26,115.0
133950,2.515,26,115.0
133951,2.515,26,115.0
133952,2.515,26,115.0
133956,2.515,26,115.0
133957,2.515,26,115.0
133958,2.515,26,115.0
133959,2.515,26,115.0
133960,2.515,26,115.0
133961,0.563,26,115.0
133962,1.926,26,115.0
133963,1.926,26,115.0
133964,1.926,26,115.0
133965,1.926,26,115.0
133966,2.515,26,115.0
133967,2.515,26,115.0
133969,1.926,26,115.0
133973,1.926,26,115.0
133974,1.926,26,115.0
133975,2.515,26,115.0
133979,1.884,21,115.0
133980,1.884,21,115.0
133981,4.751,21,115.0
133982,1.08,26,115.0
133983,1.884,21,115.0
133984,0.0,26,-999999.0
133985,0.0,26,-999999.0
133986,0.0,26,-999999.0
133987,0.0,26,-999999.0
133988,1.08,26,69.0
133989,0.0,26,-999999.0
133990,0.0,26,-999999.0
133991,0.0,26,-999999.0
133992,0.831,26,115.0
133993,2.018,21,115.0
133994,2.018,21,115.0
133995,3.96,21,115.0
133996,0.0,26,287.5
133997,5.881,26,69.0
133998,5.881,26,69.0
133999,5.881,26,69.0
134000,0.0,26,149.5
134001,5.881,26,69.0
134002,0.0,26,149.5
134003,0.0,26,230.0
134004,0.831,26,69.0
134005,0.0,26,149.5
134006,0.0,26,149.5
134007,5.881,26,69.0
134009,0.0,26,149.5
134012,0.0,26,230.0
134016,5.881,26,69.0
134017,0.831,26,69.0
134019,5.881,26,69.0
134020,5.881,26,69.0
134021,5.881,26,69.0
134022,0.0,26,230.0
134023,0.0,26,149.5
134025,0.0,26,149.5
134026,0.427,26,69.0
134027,1.444,26,69.0
134028,1.444,26,69.0
134029,0.427,26,115.0
134030,0.427,26,115.0
134031,0.427,26,69.0
134032,0.427,26,69.0
134033,0.427,26,69.0
134035,1.444,26,69.0
134036,1.444,26,69.0
134037,0.427,26,69.0
134038,1.444,26,69.0
134039,0.427,26,69.0
134040,1.444,26,69.0
134043,1.444,26,115.0
134045,1.444,26,115.0
134046,1.444,26,115.0
134047,1.444,26,115.0
134048,0.0,26,-999999.0
134049,1.444,26,115.0
134050,0.0,26,-999999.0
134051,0.0,26,-999999.0
134052,0.0,26,-999999.0
134053,0.0,26,-999999.0
134054,0.0,26,230.0
134055,1.444,26,115.0
134058,1.444,26,115.0
134059,1.444,26,69.0
134060,1.444,26,115.0
134062,0.0,26,-999999.0
134066,0.0,26,-999999.0
134068,0.0,26,230.0
134074,1.444,26,115.0
134075,0.0,26,-999999.0
134076,0.364,26,115.0
134077,0.364,26,69.0
134078,0.364,26,115.0
134079,0.364,26,115.0
134080,0.364,26,115.0
134081,1.37,26,115.0
134082,1.37,26,69.0
134083,0.364,26,115.0
134084,0.364,26,115.0
134085,0.364,26,115.0
134086,0.364,26,69.0
134087,1.08,26,69.0
134089,1.08,26,115.0
134090,0.364,26,115.0
134091,0.364,26,69.0
134092,0.364,26,115.0
134093,1.37,26,115.0
134094,0.364,26,115.0
134095,0.364,26,115.0
134096,0.364,26,115.0
134098,1.37,26,115.0
134099,0.364,26,115.0
134100,0.364,26,115.0
134101,0.364,26,115.0
134102,0.364,26,115.0
134103,0.364,26,115.0
134104,0.0,26,-999999.0
134105,0.0,26,-999999.0
134106,0.406,26,115.0
134107,0.406,26,115.0
134108,1.063,26,115.0
134109,0.406,26,115.0
134110,0.406,26,115.0
134111,0.406,26,115.0
134112,0.406,26,115.0
134113,1.823,26,115.0
134114,1.823,26,115.0
134115,1.823,26,115.0
134116,1.823,26,115.0
134117,0.406,26,115.0
134118,0.406,26,115.0
134119,1.823,26,115.0
134120,1.823,26,115.0
134121,1.823,26,115.0
134122,0.0,26,230.0
134123,0.0,26,230.0
134124,0.406,26,115.0
134125,1.823,26,115.0
134126,1.823,26,115.0
134128,0.406,26,115.0
134131,0.691,26,115.0
134132,0.406,26,115.0
134134,0.0,26,-999999.0
134135,0.0,26,-999999.0
134136,0.0,26,-999999.0
134139,0.0,26,-999999.0
134140,0.0,26,-999999.0
134141,0.0,26,345.0
134142,0.0,26,172.5
134143,0.0,26,400.0
134145,0.0,26,-999999.0
134146,0.0,26,230.0
134147,0.0,26,400.0
134148,0.0,26,345.0
134149,0.0,26,-999999.0
134150,0.0,26,-999999.0
134151,0.0,26,345.0
134152,0.0,26,345.0
134153,0.0,26,-999999.0
134154,0.0,26,-999999.0
134155,0.0,26,-999999.0
134156,0.0,26,400.0
134157,0.0,26,-999999.0
134158,0.0,26,-999999.0
134159,0.0,26,-999999.0
134161,0.0,26,345.0
134163,0.0,26,230.0
134164,0.0,26,400.0
134165,0.0,26,400.0
134166,0.0,26,400.0
134171,0.0,26,345.0
134172,0.0,26,-999999.0
134173,0.0,26,345.0
134174,1.417,26,115.0
134175,0.0,26,400.0
134176,0.526,26,115.0
134177,1.444,26,115.0
134178,0.768,26,115.0
134179,0.768,26,115.0
134180,0.768,26,115.0
134181,0.526,26,115.0
134187,0.768,26,115.0
134188,0.526,26,115.0
134189,0.768,26,115.0
134190,0.768,26,115.0
134193,0.526,26,115.0
134194,0.526,26,115.0
134195,0.526,26,115.0
134196,0.768,26,115.0
134198,0.768,26,115.0
134199,0.526,26,115.0
134200,0.526,26,115.0
134201,0.768,26,115.0
134202,0.526,26,115.0
134203,0.526,26,115.0
134204,0.526,26,115.0
134205,0.0,26,230.0
134206,0.526,26,115.0
134210,0.526,26,115.0
134211,0.526,26,115.0
134212,0.0,26,230.0
134213,0.526,26,115.0
134214,0.0,26,-999999.0
134217,0.0,26,-999999.0
134224,0.526,26,115.0
134228,0.526,26,115.0
134229,0.526,26,115.0
134231,0.526,26,115.0
134235,0.526,26,115.0
134239,1.37,26,115.0
134240,1.37,26,115.0
134241,1.37,26,92.0
134242,1.37,26,69.0
134243,0.0,26,-999999.0
134244,0.0,26,-999999.0
134245,0.0,26,-999999.0
134246,0.0,26,-999999.0
134247,0.0,26,-999999.0
134248,0.0,26,-999999.0
134249,0.807,26,230.0
134252,1.37,26,115.0
134253,0.831,26,115.0
134254,0.0,26,-999999.0
134255,0.0,26,-999999.0
134259,0.0,26,-999999.0
134260,0.0,26,-999999.0
134261,0.0,26,-999999.0
134263,0.0,26,-999999.0
134264,0.831,26,69.0
134265,0.0,26,-333271.6666666667
134267,1.37,26,115.0
134268,0.0,26,-999999.0
134269,0.0,26,-999999.0
134270,0.0,26,-999999.0
134271,1.37,26,115.0
134273,1.37,26,115.0
134274,0.0,26,-999999.0
134275,0.831,26,115.0
134276,0.0,26,-999999.0
134277,0.831,26,69.0
134278,1.063,26,115.0
134279,0.0,26,230.0
134280,0.0,26,-999999.0
134281,0.0,26,-999999.0
134282,0.0,26,-999999.0
134283,0.0,26,-666627.6666666666
134284,0.0,26,-666627.6666666666
134285,1.332,26,230.0
134286,1.063,26,115.0
134287,1.063,26,115.0
134288,1.063,26,115.0
134289,0.691,26,115.0
134290,0.0,26,-999999.0
134291,0.691,26,115.0
134292,1.063,26,115.0
134293,1.332,26,230.0
134294,1.063,26,115.0
134295,1.063,26,115.0
134296,0.0,26,-999999.0
134297,0.0,26,-666627.6666666666
134299,0.691,26,115.0
134300,1.332,26,230.0
134301,1.332,26,230.0
134302,0.0,26,172.5
134303,1.37,26,115.0
134304,1.37,26,115.0
134305,4.625,26,115.0
134306,1.37,26,115.0
134308,0.622,26,115.0
134311,0.622,26,115.0
134312,0.622,26,115.0
134313,0.351,26,115.0
134315,0.622,26,115.0
134316,0.0,26,-999999.0
134317,0.0,26,-999999.0
134318,0.622,26,115.0
134319,0.351,26,115.0
134320,0.622,26,115.0
134321,0.622,26,115.0
134322,0.622,26,115.0
134325,0.351,26,115.0
134326,0.622,26,115.0
134327,0.622,26,115.0
134331,0.351,26,115.0
134334,0.622,26,115.0
134335,0.622,26,115.0
134336,1.823,26,115.0
134337,1.823,26,115.0
134338,1.823,26,115.0
134339,0.622,26,115.0
134340,0.622,26,115.0
134341,0.622,26,115.0
134342,0.691,26,115.0
